distribution_id,source_id,reference_year,regulation,building_type,construction_period,published_energy_bin_kwh_m2_year,dwelling_count,evidence_status,source_url,retrieved_at,source_html_sha256
DIST-B02-FAMILY_HOUSE-02-13,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,130,248,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-14,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,140,309,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-15,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,150,401,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-16,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,160,529,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-17,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,170,656,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-18,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,180,865,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-19,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,190,1040,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-20,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,200,988,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-21,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,210,1190,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-22,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,220,1268,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-23,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,230,1770,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-24,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,240,1959,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-25,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,250,2120,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-26,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,260,2520,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-27,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,270,2967,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-28,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,280,3628,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-29,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,290,4178,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-30,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,300,4704,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-31,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,310,5476,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-32,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,320,6305,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-33,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,330,6698,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-34,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,340,7596,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-35,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,350,8561,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-36,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,360,9384,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-37,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,370,10571,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-38,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,380,11485,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-39,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,390,12933,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-40,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,400,15550,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-41,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,410,18230,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-42,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,420,20293,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-43,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,430,22034,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-44,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,440,22636,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-45,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,450,22219,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-46,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,460,20928,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-47,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,470,17949,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-48,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,480,15208,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-49,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,490,11717,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-50,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,500,8644,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-51,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,510,5787,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-52,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,520,3998,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-53,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,530,2559,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-54,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,540,1725,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-55,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,550,1039,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-56,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,560,819,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-57,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,570,543,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-58,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,580,399,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-02-59,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1919–1945,590,237,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-01,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,10,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-02,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,20,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-03,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,30,11,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-04,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,40,8,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-05,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,50,13,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-06,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,60,13,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-07,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,70,38,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-08,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,80,62,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-09,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,90,106,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-10,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,100,191,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-11,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,110,242,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-12,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,120,392,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-13,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,130,534,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-14,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,140,547,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-15,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,150,542,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-16,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,160,567,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-17,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,170,628,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-18,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,180,866,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-19,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,190,1083,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-20,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,200,1258,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-21,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,210,1619,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-22,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,220,1856,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-23,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,230,2016,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-03-24,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,1946–1960,240,2372,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
