country,year,index,name,renovation_generation,building_categories_index,building_category,construction_period_start,construction_period_end,number_of_dwellings_per_building,number_of_buildings,dwelling_weight,areawindows,Htr_w,effective_window_u_w_m2k,stock_window_area_m2,stock_window_htr_w_per_k,model_reference_satisfied_1_10
HUN,2025,709,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,31.5503959656,31.5503959656,25.8602523804,45.1867179871,1.74734246731,815.901184082,1425.65881348,False
HUN,2025,710,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,23.2701263428,23.2701263428,25.8602523804,45.1867179871,1.74734246731,601.771362305,1051.50061035,False
HUN,2025,711,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,6.35447311401,6.35447311401,25.8602523804,40.9388427734,1.58307981491,164.328277588,260.144775391,False
HUN,2025,712,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,16.6840305328,16.6840305328,25.8602523804,39.682559967,1.53450012207,431.45324707,662.065063477,False
HUN,2025,713,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,2.72402882576,2.72402882576,25.8602523804,39.6498527527,1.53323531151,70.4440765381,108.007339478,False
HUN,2025,714,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,2.03486871719,2.03486871719,25.8602523804,39.6580200195,1.53355121613,52.6222190857,80.6988677979,False
HUN,2025,715,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,0.284794270992,0.284794270992,25.8602523804,37.9763717651,1.4685229063,7.3648519516,10.8154535294,False
HUN,2025,1552,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,17.1577949524,17.1577949524,25.8602523804,48.1850509644,1.86328613758,443.70489502,826.749206543,False
HUN,2025,1553,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,3.55547761917,3.55547761917,25.8602523804,48.1475906372,1.8618376255,91.9455490112,171.187683105,False
HUN,2025,1554,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,2.66326475143,2.66326475143,25.8602523804,48.1534957886,1.86206591129,68.8726959229,128.245513916,False
HUN,2025,1555,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,0.769224286079,0.769224286079,25.8602523804,44.0483016968,1.70332062244,19.8923339844,33.8830223083,False
HUN,2025,1556,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,14.4925880432,14.4925880432,25.8602523804,43.1591415405,1.66893732548,374.781982422,625.487670898,False
HUN,2025,1557,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,2.52355670929,2.52355670929,25.8602523804,43.0901451111,1.66626930237,65.2598114014,108.74042511,False
HUN,2025,1558,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,1.97228741646,1.97228741646,25.8602523804,43.0832748413,1.66600370407,51.0038490295,84.9726028442,False
HUN,2025,1559,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,0.378237009048,0.378237009048,25.8602523804,39.5077438354,1.52774012089,9.78130435944,14.9432907104,False
HUN,2025,2179,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,10701.4335938,10701.4335938,25.8602523804,125.179962158,4.84063196182,276741.78125,1339605,False
HUN,2025,2180,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,4739.95800781,4739.95800781,25.8602523804,46.9097061157,1.8139693737,122576.507812,222350.03125,False
HUN,2025,2181,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,2960.63232422,2960.63232422,25.8602523804,64.3683929443,2.4890859127,76562.6953125,190571.140625,False
HUN,2025,2182,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,1147.01416016,1147.01416016,25.8602523804,43.6598358154,1.68829894066,29662.0761719,50078.4492188,False
HUN,2025,2183,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,5370.54345703,5370.54345703,25.8602523804,101.286193848,3.91667461395,138883.609375,543961.875,False
HUN,2025,2184,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,1774.74951172,1774.74951172,25.8602523804,40.6356201172,1.57135438919,45895.46875,72118.046875,False
HUN,2025,2185,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,1184.56311035,1184.56311035,25.8602523804,58.9192733765,2.27837204933,30633.1015625,69793.6015625,False
HUN,2025,2186,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,327.420227051,327.420227051,25.8602523804,39.5077438354,1.52774012089,8467.16992188,12935.6347656,False
HUN,2025,2187,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,228.739395142,228.739395142,25.8602523804,125.179962158,4.84063196182,5915.25830078,28633.5878906,False
HUN,2025,2188,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,103.050231934,103.050231934,25.8602523804,46.9097061157,1.8139693737,2664.9050293,4834.05615234,False
HUN,2025,2189,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,64.0272903442,64.0272903442,25.8602523804,64.3683929443,2.4890859127,1655.76184082,4121.33398438,False
HUN,2025,2190,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,26.5252513885,26.5252513885,25.8602523804,43.6598358154,1.68829894066,685.949707031,1158.08813477,False
HUN,2025,2191,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,104.564422607,104.564422607,25.8602523804,101.286193848,3.91667461395,2704.06225586,10590.9326172,False
HUN,2025,2192,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,36.4197006226,36.4197006226,25.8602523804,40.6356201172,1.57135438919,941.822631836,1479.93713379,False
HUN,2025,2193,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,24.0322875977,24.0322875977,25.8602523804,58.9192733765,2.27837204933,621.481018066,1415.96496582,False
HUN,2025,2194,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,7.50705623627,7.50705623627,25.8602523804,39.5077438354,1.52774012089,194.134368896,296.586853027,False
HUN,2025,2195,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,304.068023682,304.068023682,25.8602523804,45.2056808472,1.74807572365,7863.27587891,13745.6015625,False
HUN,2025,2196,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,60.7225570679,60.7225570679,25.8602523804,45.2056808472,1.74807572365,1570.30065918,2745.00463867,False
HUN,2025,2197,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,47.633682251,47.633682251,25.8602523804,45.2056808472,1.74807572365,1231.8190918,2153.31298828,False
HUN,2025,2198,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,10.8204689026,10.8204689026,25.8602523804,40.9388427734,1.58307981491,279.820068359,442.977478027,False
HUN,2025,2199,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,79.3760147095,79.3760147095,25.8602523804,39.682559967,1.53450012207,2052.68383789,3149.84350586,False
HUN,2025,2200,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,12.9320545197,12.9320545197,25.8602523804,39.682559967,1.53450012207,334.426208496,513.177001953,False
HUN,2025,2201,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,10.5345468521,10.5345468521,25.8602523804,39.6690444946,1.53397750854,272.426025391,417.89541626,False
HUN,2025,2202,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,1.51210582256,1.51210582256,25.8602523804,37.9763717651,1.4685229063,39.1034393311,57.4242935181,False
HUN,2025,3111,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,55.4941711426,55.4941711426,25.8602523804,48.1850509644,1.86328613758,1435.09326172,2673.98950195,False
HUN,2025,3112,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,11.1614217758,11.1614217758,25.8602523804,48.1850509644,1.86328613758,288.637176514,537.813659668,False
HUN,2025,3113,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,8.88765525818,8.88765525818,25.8602523804,48.1658706665,1.86254453659,229.837005615,428.081665039,False
HUN,2025,3114,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,2.11990523338,2.11990523338,25.8602523804,44.0483016968,1.70332062244,54.8212852478,93.3782272339,False
HUN,2025,3115,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,0.653982162476,0.653982162476,25.8602523804,43.1591415405,1.66893732548,16.9121437073,28.2253093719,False
HUN,2025,3116,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,0.109347879887,0.109347879887,25.8602523804,43.1591415405,1.66893732548,2.82776379585,4.7193608284,False
HUN,2025,3117,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,0.0910817235708,0.0910817235708,25.8602523804,43.1059989929,1.66688239574,2.35539627075,3.92616868019,False
HUN,2025,3118,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,0.0133684994653,0.0133684994653,25.8602523804,39.5077438354,1.52774012089,0.345712780952,0.52815926075,False
HUN,2025,3873,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,12864.3847656,12864.3847656,25.8602523804,125.179962158,4.84063196182,332676.25,1610363.25,False
HUN,2025,3874,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,11070.2148438,11070.2148438,25.8602523804,46.9097061157,1.8139693737,286278.5625,519300.53125,False
HUN,2025,3875,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,2249.3527832,2249.3527832,25.8602523804,64.3683929443,2.4890859127,58168.8320312,144787.21875,False
HUN,2025,3876,SFHdh_1980_1989_Debrecen_ren19,UNKNOWN,2,SFH,1980,1989,1,3737.46582031,3737.46582031,25.8602523804,43.6598358154,1.68829894066,96651.8125,163177.140625,False
HUN,2025,3877,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,6509.67480469,6509.67480469,25.8602523804,101.286193848,3.91667461395,168341.828125,659340.1875,False
HUN,2025,3878,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,4388.54003906,4388.54003906,25.8602523804,40.6356201172,1.57135438919,113488.75,178331.046875,False
HUN,2025,3879,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,861.003479004,861.003479004,25.8602523804,58.9192733765,2.27837204933,22265.7675781,50729.6992188,False
HUN,2025,3880,SFHdh_1980_1989_Debrecen_ren20,UNKNOWN,2,SFH,1980,1989,1,1167.40087891,1167.40087891,25.8602523804,39.5077438354,1.52774012089,30189.28125,46121.375,False
HUN,2025,3881,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,301.652038574,301.652038574,25.8602523804,125.179962158,4.84063196182,7800.79785156,37760.7890625,False
HUN,2025,3882,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,264.885559082,264.885559082,25.8602523804,46.9097061157,1.8139693737,6850.00732422,12425.7041016,False
HUN,2025,3883,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,54.4041061401,54.4041061401,25.8602523804,64.3683929443,2.4890859127,1406.90393066,3501.90478516,False
HUN,2025,3884,SFHdh_1980_1989_Debrecen_ren21,UNKNOWN,2,SFH,1980,1989,1,90.8048782349,90.8048782349,25.8602523804,43.6598358154,1.68829894066,2348.23706055,3964.52612305,False
HUN,2025,3885,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,99.3386764526,99.3386764526,25.8602523804,101.286193848,3.91667461395,2568.92333984,10061.6367188,False
HUN,2025,3886,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,63.1089668274,63.1089668274,25.8602523804,40.6356201172,1.57135438919,1632.01379395,2564.47192383,False
HUN,2025,3887,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,11.973815918,11.973815918,25.8602523804,58.9192733765,2.27837204933,309.645904541,705.488525391,False
HUN,2025,3888,SFHdh_1980_1989_Debrecen_ren22,UNKNOWN,2,SFH,1980,1989,1,13.3446912766,13.3446912766,25.8602523804,39.5077438354,1.52774012089,345.097076416,527.21862793,False
HUN,2025,3889,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,390.799682617,390.799682617,25.8602523804,45.2056808472,1.74807572365,10106.1787109,17666.3652344,False
HUN,2025,3890,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,157.030990601,157.030990601,25.8602523804,45.2056808472,1.74807572365,4060.86108398,7098.69287109,False
HUN,2025,3891,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,37.4178695679,37.4178695679,25.8602523804,45.2056808472,1.74807572365,967.635559082,1691.50024414,False
HUN,2025,3892,SFHdh_1980_1989_Debrecen_ren23,UNKNOWN,2,SFH,1980,1989,1,49.9796142578,49.9796142578,25.8602523804,40.9388427734,1.58307981491,1292.48547363,2046.10754395,False
HUN,2025,3893,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,107.132736206,107.132736206,25.8602523804,39.682559967,1.53450012207,2770.47949219,4251.30126953,False
HUN,2025,3894,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,38.0286064148,38.0286064148,25.8602523804,39.682559967,1.53450012207,983.429382324,1509.07250977,False
HUN,2025,3895,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,9.22934246063,9.22934246063,25.8602523804,39.6690444946,1.53397750854,238.673126221,366.11920166,False
HUN,2025,3896,SFHdh_1980_1989_Debrecen_ren24,UNKNOWN,2,SFH,1980,1989,1,12.714099884,12.714099884,25.8602523804,37.9763717651,1.4685229063,328.789825439,482.835388184,False
HUN,2025,4837,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,52.6330680847,52.6330680847,25.8602523804,48.1850509644,1.86328613758,1361.10437012,2536.12695312,False
HUN,2025,4838,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,20.9840049744,20.9840049744,25.8602523804,48.1850509644,1.86328613758,542.651672363,1011.11535645,False
HUN,2025,4839,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,5.13889598846,5.13889598846,25.8602523804,48.1658706665,1.86254453659,132.8931427,247.519393921,False
HUN,2025,4840,SFHdh_1980_1989_Debrecen_ren290,UNKNOWN,2,SFH,1980,1989,1,6.97566986084,6.97566986084,25.8602523804,44.0483016968,1.70332062244,180.392578125,307.266418457,False
HUN,2025,4841,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,39.7326202393,39.7326202393,25.8602523804,43.1591415405,1.66893732548,1027.49560547,1714.82580566,False
HUN,2025,4842,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,14.0035686493,14.0035686493,25.8602523804,43.1591415405,1.66893732548,362.13583374,604.382019043,False
HUN,2025,4843,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,4.21586084366,4.21586084366,25.8602523804,43.1059989929,1.66688239574,109.023223877,181.728897095,False
HUN,2025,4844,SFHdh_1980_1989_Debrecen_ren291,UNKNOWN,2,SFH,1980,1989,1,6.17415714264,6.17415714264,25.8602523804,39.5077438354,1.52774012089,159.665267944,243.927017212,False
HUN,2025,25,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,139559.859375,139559.859375,26.3061199188,127.179580688,4.83460044861,3671278.5,17749164,False
HUN,2025,26,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,35222.0820312,35222.0820312,26.3061199188,102.903091431,3.91175484657,926556.3125,3624461.25,False
HUN,2025,27,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,236.493972778,236.493972778,26.3061199188,127.179580688,4.83460044861,6221.23876953,30077.2050781,False
HUN,2025,28,SFHdh_1990_2005_Debrecen_ren28,UNKNOWN,2,SFH,1990,2005,1,46.4805030823,46.4805030823,26.3061199188,102.903091431,3.91175484657,1222.72167969,4782.98730469,False
HUN,2025,29,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,255.16456604,255.16456604,26.3061199188,46.8026733398,1.77915537357,6712.38964844,11942.3837891,False
HUN,2025,30,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,30.3732967377,30.3732967377,26.3061199188,41.0084533691,1.5588940382,799.003601074,1245.56188965,False
HUN,2025,292,SFHdh_1990_2005_Debrecen_ren292,UNKNOWN,2,SFH,1990,2005,1,45.1487579346,45.1487579346,26.3061199188,49.7880935669,1.89264297485,1187.68859863,2247.87060547,False
HUN,2025,293,SFHdh_1990_2005_Debrecen_ren293,UNKNOWN,2,SFH,1990,2005,1,5.29015779495,5.29015779495,26.3061199188,44.4741783142,1.69063997269,139.163528442,235.275421143,False
HUN,2025,716,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,1073.24462891,1073.24462891,26.3061199188,127.179580688,4.83460044861,28232.9023438,136494.796875,False
HUN,2025,717,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,443.230072021,443.230072021,26.3061199188,49.2130813599,1.8707845211,11659.6630859,21812.7167969,False
HUN,2025,718,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,268.719848633,268.719848633,26.3061199188,66.7811203003,2.53861546516,7068.9765625,17945.4121094,False
HUN,2025,719,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,121.774177551,121.774177551,26.3061199188,45.2429466248,1.7198638916,3203.40600586,5509.42285156,False
HUN,2025,720,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,292.347900391,292.347900391,26.3061199188,102.903091431,3.91175484657,7690.5390625,30083.5019531,False
HUN,2025,721,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,91.4379425049,91.4379425049,26.3061199188,42.1287841797,1.60148227215,2405.37744141,3852.16943359,False
HUN,2025,722,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,58.6042747498,58.6042747498,26.3061199188,60.8796920776,2.3142786026,1541.65112305,3567.81030273,False
HUN,2025,723,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,17.1535873413,17.1535873413,26.3061199188,40.8073959351,1.55125105381,451.24432373,699.993225098,False
HUN,2025,2203,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,2281.48535156,2281.48535156,26.3061199188,127.179580688,4.83460044861,60017.0273438,290158.34375,False
HUN,2025,2204,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,950.41394043,950.41394043,26.3061199188,49.2130813599,1.8707845211,25001.703125,46772.796875,False
HUN,2025,2205,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,598.519165039,598.519165039,26.3061199188,66.7811203003,2.53861546516,15744.7167969,39969.78125,False
HUN,2025,2206,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,260.592559814,260.592559814,26.3061199188,45.2429466248,1.7198638916,6855.17919922,11789.9755859,False
HUN,2025,2207,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,645.284545898,645.284545898,26.3061199188,102.903091431,3.91175484657,16974.9335938,66401.7734375,False
HUN,2025,2208,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,201.867767334,201.867767334,26.3061199188,42.1287841797,1.60148227215,5310.35791016,8504.44335938,False
HUN,2025,2209,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,135.566589355,135.566589355,26.3061199188,60.8796920776,2.3142786026,3566.23095703,8253.25195312,False
HUN,2025,2210,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,36.687877655,36.687877655,26.3061199188,40.8073959351,1.55125105381,965.115722656,1497.13671875,False
HUN,2025,2211,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,0.129545003176,0.129545003176,26.3061199188,127.179580688,4.83460044861,3.40782642365,16.475479126,False
HUN,2025,2212,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,0.0428079999983,0.0428079999983,26.3061199188,49.2130813599,1.8707845211,1.12611234188,2.1067135334,False
HUN,2025,2213,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,0.0282199997455,0.0282199997455,26.3061199188,66.7811203003,2.53861546516,0.74235868454,1.88456320763,False
HUN,2025,2214,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,0.00714799994603,0.00714799994603,26.3061199188,45.2429466248,1.7198638916,0.18803614378,0.323396593332,False
HUN,2025,2215,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,7.1344628334,7.1344628334,26.3061199188,46.8026733398,1.77915537357,187.680038452,333.91192627,False
HUN,2025,2216,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,1.3235219717,1.3235219717,26.3061199188,46.8026733398,1.77915537357,34.8167266846,61.9443664551,False
HUN,2025,2217,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,1.01534497738,1.01534497738,26.3061199188,46.8026733398,1.77915537357,26.7097873688,47.5208587646,False
HUN,2025,2218,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,0.18452000618,0.18452000618,26.3061199188,42.4998817444,1.61558914185,4.85400533676,7.84207820892,False
HUN,2025,2219,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,2.08333396912,2.08333396912,26.3061199188,41.0084533691,1.5588940382,54.8044319153,85.4343032837,False
HUN,2025,2220,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,0.333104997873,0.333104997873,26.3061199188,41.0084533691,1.5588940382,8.76270008087,13.6601209641,False
HUN,2025,2221,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,0.263606995344,0.263606995344,26.3061199188,40.9912185669,1.55823886395,6.93447732925,10.8055715561,False
HUN,2025,2222,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,0.0336630009115,0.0336630009115,26.3061199188,39.2239570618,1.4910582304,0.885542929173,1.32039606571,False
HUN,2025,3897,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,3410.09423828,3410.09423828,26.3061199188,127.179580688,4.83460044861,89706.3515625,433694.34375,False
HUN,2025,3898,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,2769.88134766,2769.88134766,26.3061199188,49.2130813599,1.8707845211,72864.828125,136314.390625,False
HUN,2025,3899,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,560.885253906,560.885253906,26.3061199188,66.7811203003,2.53861546516,14754.7148438,37456.546875,False
HUN,2025,3900,SFHdh_1990_2005_Debrecen_ren25,UNKNOWN,2,SFH,1990,2005,1,1008.93768311,1008.93768311,26.3061199188,45.2429466248,1.7198638916,26541.2363281,45647.3125,False
HUN,2025,3901,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,977.08807373,977.08807373,26.3061199188,102.903091431,3.91175484657,25703.3964844,100545.382812,False
HUN,2025,3902,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,618.268493652,618.268493652,26.3061199188,42.1287841797,1.60148227215,16264.2451172,26046.9003906,False
HUN,2025,3903,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,118.537979126,118.537979126,26.3061199188,60.8796920776,2.3142786026,3118.27441406,7216.55566406,False
HUN,2025,3904,SFHdh_1990_2005_Debrecen_ren26,UNKNOWN,2,SFH,1990,2005,1,154.719177246,154.719177246,26.3061199188,40.8073959351,1.55125105381,4070.0612793,6313.68652344,False
HUN,2025,3905,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,12.093834877,12.093834877,26.3061199188,127.179580688,4.83460044861,318.141876221,1538.08886719,False
HUN,2025,3906,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,9.59900474548,9.59900474548,26.3061199188,49.2130813599,1.8707845211,252.512573242,472.396606445,False
HUN,2025,3907,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,1.92894506454,1.92894506454,26.3061199188,66.7811203003,2.53861546516,50.7430610657,128.817108154,False
HUN,2025,3908,SFHdh_1990_2005_Debrecen_ren27,UNKNOWN,2,SFH,1990,2005,1,3.08042097092,3.08042097092,26.3061199188,45.2429466248,1.7198638916,81.0339202881,139.367324829,False
HUN,2025,3909,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,17.4223022461,17.4223022461,26.3061199188,46.8026733398,1.77915537357,458.313171387,815.410339355,False
HUN,2025,3910,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,6.98692893982,6.98692893982,26.3061199188,46.8026733398,1.77915537357,183.798995972,327.006958008,False
HUN,2025,3911,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,1.37850594521,1.37850594521,26.3061199188,46.8026733398,1.77915537357,36.2631416321,64.5177612305,False
HUN,2025,3912,SFHdh_1990_2005_Debrecen_ren29,UNKNOWN,2,SFH,1990,2005,1,1.61522197723,1.61522197723,26.3061199188,42.4998817444,1.61558914185,42.4902229309,68.6467437744,False
HUN,2025,3913,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,1.15738606453,1.15738606453,26.3061199188,41.0084533691,1.5588940382,30.4463367462,47.4626121521,False
HUN,2025,3914,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,0.418450981379,0.418450981379,26.3061199188,41.0084533691,1.5588940382,11.0078220367,17.1600284576,False
HUN,2025,3915,SFHdh_1990_2005_Debrecen_ren30,UNKNOWN,2,SFH,1990,2005,1,0.0712530016899,0.0712530016899,26.3061199188,40.9912185669,1.55823886395,1.87439000607,2.92074728012,False
